2 5.31638105167348840041e+04 9.37879688805606861024e+02
3 3.15499814727633065559e+03 1.74337345028473610000e+04
4 8.26310749902316456428e+04 1.98822500552122473891e+04
5 1.70615316194077226100e+05 7.12855362496315938188e+04
6 1.90591314970554638421e+05 1.65056037443949579028e+05
7 2.63303041493108205032e+05 1.14292959934698868892e+05
8 8.69935772319579496980e+05 1.04176950798230280634e+06
9 1.29426536354871396907e+06 3.60640713208738830872e+05
10 8.52003984544923296198e+05 4.61373500275747501291e+05
11 1.63273812333628023043e+06 8.71143422477604704909e+05
12 3.01741844646811904386e+06 1.62987929215692123398e+06
13 2.50115632915190141648e+06 7.95359924236705643125e+05
14 4.81885498548988439143e+06 1.32999587093954556622e+06
15 2.80403185890561249107e+06 9.15141004031832446344e+05
16 1.99345896263990667649e+06 1.13079265366264339536e+06
17 4.81269436743546929210e+06 8.29571610252453247085e+05
18 1.67131376664538632812e+13 1.65467038488266315460e+10
19 7.54749478538455162197e+06 3.87428600946469558403e+06
20 6.93003862589643802494e+06 3.04380388985672313720e+06
21 1.44053736358625199646e+07 2.99968540953278122470e+06
22 6.76943440281145181507e+06 3.88468342764961160719e+06
23 2.01876904922439493239e+07 1.76106263255004864186e+06
24 7.60048707110340427607e+06 5.11697285852232854813e+06
25 4.98303638361585140228e+06 1.33445747652934584767e+06
26 1.04607273247927371413e+07 5.29909754221481550485e+06
27 1.74832311371797919273e+07 7.93078324812159128487e+06
28 1.51065779943877011538e+07 2.87704121777663799003e+06
29 8.34151153816427476704e+06 3.08638299456290900707e+06
30 1.03741433668647799641e+07 5.71073329571693111211e+06
31 1.66610144527127332985e+07 6.84122793407842330635e+06
32 1.13503757256563343108e+07 5.51271976753985136747e+06
33 1.83807937594209462404e+07 1.09553492279147878289e+07
34 2.08291528925494886935e+07 3.62735801092802686617e+06
35 2.68483436454337015748e+07 9.62071059369658119977e+06
36 3.04874009331257492304e+07 6.49658958885385002941e+06
37 8.14432695254701952000e+17 3.14376068928511535645e+11
38 1.93885700488606914878e+07 1.21636916408099103719e+07
39 3.10386281151399612427e+07 9.41666156190132535994e+06
40 2.23526142285450473428e+07 7.93966393991016503423e+06
41 3.50959001067421585321e+07 8.00809110057897865772e+06
42 4.48571067620594501495e+07 1.47082893109535444528e+07
43 3.62688883506538048387e+07 1.00442693572037965059e+07
44 3.75392743130863681436e+07 1.08932927235742267221e+07
45 2.40188679258060045540e+07 8.40810772354392334819e+06
46 6.91348801254749593600e+18 1.03333429336223789062e+13
47 5.05264106331308856606e+07 9.81924072674585506320e+06
48 4.12765904248278588057e+07 7.19865850232496391982e+06
49 3.55895967095398679376e+07 1.02250686977906860411e+07
50 2.88740679913146421313e+07 2.53402763629567027092e+07
