0.975334 0.220733
0.975066 0.221774
0.974798 0.222814
0.97453 0.223855
0.974262 0.224895
0.973994 0.225935
0.973726 0.226974
0.973458 0.228014
0.97319 0.229052
0.972922 0.230091
0.972654 0.231128
0.972387 0.232165
0.972119 0.233202
0.971851 0.234237
0.971584 0.235272
0.971316 0.236306
0.971049 0.237339
0.970782 0.23837
0.970514 0.239401
0.970247 0.240431
0.96998 0.241459
0.969713 0.242486
0.969447 0.243511
0.96918 0.244536
0.968914 0.245558
0.968647 0.246579
0.968381 0.247599
0.968115 0.248617
0.967849 0.249633
0.967584 0.250647
0.967318 0.25166
0.967053 0.25267
0.966788 0.253679
0.966523 0.254685
0.966258 0.255689
0.965993 0.256691
0.965729 0.257691
0.965465 0.258688
0.965201 0.259683
0.964937 0.260676
0.964674 0.261666
0.96441 0.262653
0.964147 0.263638
0.963885 0.26462
0.963622 0.2656
0.96336 0.266576
0.963098 0.267549
0.962836 0.26852
0.962575 0.269487
0.962314 0.270452
0.962053 0.271413
0.961792 0.272371
0.961532 0.273326
0.961272 0.274277
0.961012 0.275225
0.960753 0.276169
0.960494 0.27711
0.960235 0.278047
0.959977 0.27898
0.959719 0.27991
0.959461 0.280836
0.959204 0.281758
0.958947 0.282676
0.958691 0.28359
0.958434 0.2845
0.958179 0.285406
0.957923 0.286307
0.957668 0.287204
0.957413 0.288097
0.957159 0.288986
0.956905 0.28987
0.956652 0.290749
0.956399 0.291624
0.956146 0.292495
0.955894 0.29336
0.955642 0.294221
0.955391 0.295077
0.95514 0.295928
0.95489 0.296774
0.95464 0.297614
0.954391 0.29845
0.954142 0.299281
0.953893 0.300106
0.953645 0.300926
0.953398 0.301741
0.953151 0.30255
0.952904 0.303354
0.952658 0.304152
0.952413 0.304944
0.952168 0.305731
0.951923 0.306512
0.951679 0.307287
0.951436 0.308056
0.951193 0.30882
0.950951 0.309577
0.950709 0.310328
0.950468 0.311073
0.950227 0.311812
0.949987 0.312544
0.949748 0.313271
0.949509 0.31399
0.949271 0.314704
0.949033 0.31541
0.948796 0.31611
0.948559 0.316804
0.948323 0.31749
0.948088 0.31817
0.947854 0.318843
0.94762 0.319509
0.947386 0.320168
0.947153 0.32082
0.946921 0.321465
0.94669 0.322103
0.946459 0.322733
0.946229 0.323357
0.946 0.323973
0.945772 0.324581
0.945545 0.325183
0.945319 0.325777
0.945094 0.326363
0.94487 0.326943
0.944647 0.327515
0.944425 0.32808
0.944205 0.328637
0.943986 0.329187
0.943769 0.329729
0.943553 0.330264
0.943339 0.330791
0.943126 0.331311
0.942915 0.331824
0.942706 0.332328
0.942498 0.332826
0.942293 0.333315
0.942089 0.333797
0.941887 0.334272
0.941688 0.334739
0.94149 0.335198
0.941295 0.335649
0.941102 0.336093
0.940911 0.336529
0.940722 0.336957
0.940536 0.337378
0.940353 0.33779
0.940172 0.338195
0.939993 0.338592
0.939817 0.338982
0.939644 0.339363
0.939474 0.339736
0.939306 0.340102
0.939141 0.34046
0.93898 0.34081
0.938821 0.341151
0.938666 0.341485
0.938513 0.341811
0.938364 0.342129
0.938218 0.342439
0.938075 0.34274
0.937936 0.343034
0.9378 0.343319
0.937667 0.343597
0.937539 0.343866
0.937413 0.344127
0.937292 0.34438
0.937174 0.344625
0.93706 0.344862
0.93695 0.34509
0.936844 0.34531
0.936742 0.345522
0.936643 0.345725
0.936549 0.345921
0.936459 0.346107
0.936374 0.346286
0.936292 0.346456
0.936215 0.346618
0.936143 0.346771
0.936074 0.346916
0.936011 0.347053
0.935952 0.347181
0.935897 0.3473
0.935847 0.347411
0.935802 0.347514
0.935762 0.347608
0.935727 0.347693
0.935697 0.34777
0.935672 0.347838
0.935651 0.347898
0.935636 0.347949
0.935626 0.347991
0.935622 0.348024
0.935622 0.348049
0.935628 0.348065
0.93564 0.348073
0.935657 0.348072
0.935679 0.348061
0.935708 0.348043
0.935741 0.348015
0.935781 0.347978
0.935826 0.347933
0.935877 0.347878
0.935935 0.347815
0.935998 0.347743
0.936067 0.347662
0.936142 0.347572
0.936223 0.347473
0.936311 0.347365
0.936405 0.347248
0.936505 0.347122
0.936612 0.346987
0.936725 0.346843
0.936845 0.346689
0.936971 0.346527
0.937104 0.346356
0.937243 0.346175
0.937389 0.345985
0.937543 0.345786
0.937703 0.345578
0.93787 0.34536
0.938044 0.345134
0.938225 0.344898
0.938413 0.344652
0.938608 0.344398
0.938811 0.344134
0.939021 0.343861
0.939238 0.343578
0.939462 0.343287
0.939693 0.342987
0.93993 0.34268
0.940173 0.342365
0.940422 0.342043
0.940676 0.341715
0.940935 0.341382
0.941198 0.341043
0.941466 0.3407
0.941737 0.340352
0.942012 0.340001
0.94229 0.339647
0.942571 0.33929
0.942854 0.338931
0.943139 0.338571
0.943426 0.338209
0.943715 0.337847
0.944004 0.337485
0.944294 0.337124
0.944584 0.336764
0.944874 0.336405
0.945164 0.336048
0.945452 0.335694
0.94574 0.335344
0.946026 0.334996
0.946311 0.334653
0.946593 0.334315
0.946873 0.333982
0.947149 0.333655
0.947423 0.333334
0.947693 0.33302
0.947959 0.332713
0.94822 0.332414
0.948477 0.332123
0.948729 0.331841
0.948975 0.331569
0.949216 0.331307
0.949451 0.331055
0.949679 0.330814
0.9499 0.330584
0.950115 0.330367
0.950321 0.330162
0.95052 0.32997
0.950711 0.329792
0.950893 0.329628
0.951066 0.329478
0.95123 0.329344
0.951384 0.329225
0.951528 0.329123
0.951662 0.329037
0.951785 0.328968
0.951897 0.328918
0.951997 0.328885
