-1.21052 0.073293
-1.20723 0.0657013
-1.20395 0.0581302
-1.20067 0.0505797
-1.19739 0.0430498
-1.19412 0.0355404
-1.19085 0.0280516
-1.18758 0.0205833
-1.18431 0.0131356
-1.18104 0.00570835
-1.17778 -0.00169837
-1.17451 -0.00908457
-1.17125 -0.0164503
-1.16798 -0.0237954
-1.16471 -0.0311201
-1.16144 -0.0384242
-1.15817 -0.0457078
-1.15489 -0.0529708
-1.15161 -0.0602132
-1.14833 -0.0674351
-1.14505 -0.0746363
-1.14176 -0.0818169
-1.13847 -0.0889768
-1.13517 -0.096116
-1.13186 -0.103235
-1.12856 -0.110332
-1.12524 -0.117409
-1.12192 -0.124465
-1.11859 -0.1315
-1.11526 -0.138515
-1.11192 -0.145508
-1.10857 -0.15248
-1.10521 -0.159432
-1.10184 -0.166362
-1.09847 -0.173271
-1.09509 -0.180159
-1.09169 -0.187025
-1.08829 -0.19387
-1.08488 -0.200694
-1.08146 -0.207496
-1.07803 -0.214277
-1.07458 -0.221036
-1.07113 -0.227774
-1.06766 -0.23449
-1.06419 -0.241184
-1.0607 -0.247856
-1.0572 -0.254506
-1.05368 -0.261134
-1.05016 -0.26774
-1.04662 -0.274324
-1.04307 -0.280886
-1.03951 -0.287425
-1.03593 -0.293942
-1.03234 -0.300437
-1.02873 -0.306908
-1.02511 -0.313357
-1.02148 -0.319784
-1.01783 -0.326187
-1.01417 -0.332568
-1.01049 -0.338925
-1.0068 -0.345259
-1.00309 -0.35157
-0.999364 -0.357858
-0.995624 -0.364122
-0.991868 -0.370363
-0.988097 -0.37658
-0.984309 -0.382774
-0.980505 -0.388943
-0.976684 -0.395089
-0.972847 -0.40121
-0.968993 -0.407308
-0.965121 -0.413381
-0.961233 -0.41943
-0.957328 -0.425454
-0.953405 -0.431454
-0.949464 -0.437429
-0.945506 -0.443379
-0.94153 -0.449304
-0.937537 -0.455204
-0.933525 -0.46108
-0.929495 -0.466929
-0.925447 -0.472754
-0.921381 -0.478553
-0.917296 -0.484326
-0.913193 -0.490074
-0.909071 -0.495796
-0.90493 -0.501492
-0.900771 -0.507162
-0.896593 -0.512806
-0.892396 -0.518423
-0.888179 -0.524014
-0.883944 -0.529579
-0.87969 -0.535117
-0.875416 -0.540628
-0.871124 -0.546112
-0.866812 -0.551569
-0.86248 -0.556999
-0.858129 -0.562402
-0.853759 -0.567777
-0.849369 -0.573125
-0.84496 -0.578445
-0.840531 -0.583737
-0.836083 -0.589002
-0.831615 -0.594239
-0.827127 -0.599447
-0.822619 -0.604627
-0.818092 -0.609779
-0.813546 -0.614902
-0.808979 -0.619997
-0.804393 -0.625063
-0.799787 -0.6301
-0.795161 -0.635109
-0.790516 -0.640088
-0.785851 -0.645037
-0.781166 -0.649958
-0.776462 -0.654849
-0.771738 -0.65971
-0.766994 -0.664542
-0.762231 -0.669344
-0.757448 -0.674115
-0.752645 -0.678857
-0.747823 -0.683569
-0.742981 -0.68825
-0.73812 -0.6929
-0.733239 -0.69752
-0.728339 -0.70211
-0.723419 -0.706668
-0.718481 -0.711196
-0.713522 -0.715692
-0.708545 -0.720158
-0.703549 -0.724592
-0.698533 -0.728994
-0.693498 -0.733365
-0.688444 -0.737705
-0.683372 -0.742012
-0.67828 -0.746288
-0.67317 -0.750531
-0.668041 -0.754743
-0.662893 -0.758922
-0.657727 -0.763069
-0.652542 -0.767183
-0.647339 -0.771264
-0.642117 -0.775313
-0.636877 -0.779329
-0.631619 -0.783312
-0.626343 -0.787262
-0.621049 -0.791179
-0.615737 -0.795063
-0.610407 -0.798913
-0.60506 -0.80273
-0.599695 -0.806512
-0.594312 -0.810262
-0.588913 -0.813977
-0.583496 -0.817658
-0.578061 -0.821306
-0.57261 -0.824919
-0.567142 -0.828498
-0.561657 -0.832042
-0.556155 -0.835552
-0.550637 -0.839027
-0.545102 -0.842468
-0.539552 -0.845874
-0.533984 -0.849245
-0.528401 -0.852581
-0.522802 -0.855881
-0.517187 -0.859147
-0.511557 -0.862377
-0.505911 -0.865572
-0.500249 -0.868731
-0.494573 -0.871855
-0.488881 -0.874943
-0.483174 -0.877995
-0.477453 -0.881012
-0.471717 -0.883992
-0.465966 -0.886937
-0.460201 -0.889845
-0.454422 -0.892717
-0.448629 -0.895552
-0.442822 -0.898351
-0.437001 -0.901114
-0.431167 -0.90384
-0.425319 -0.90653
-0.419458 -0.909182
-0.413584 -0.911798
-0.407697 -0.914377
