-3.45215 0.00989371
-3.45933 0.0152841
-3.46685 0.0206866
-3.47504 0.0261132
-3.48424 0.031576
-3.4948 0.0370869
-3.50704 0.0426581
-3.52131 0.0483016
-3.53793 0.0540294
-3.55726 0.0598536
-3.57962 0.0657863
-3.60536 0.0718394
-3.63481 0.0780251
-3.66831 0.0843554
-3.70611 0.0908389
-3.74815 0.0974683
-3.79423 0.104232
-3.84419 0.111119
-3.89786 0.118118
-3.95504 0.125218
-4.01558 0.132406
-4.07929 0.139671
-4.146 0.147003
-4.21553 0.154389
-4.28771 0.161819
-4.36236 0.16928
-4.43931 0.176762
-4.51838 0.184252
-4.59939 0.19174
-4.68217 0.199215
-4.76655 0.206664
-4.85234 0.214076
-4.93938 0.22144
-5.02748 0.228744
-5.11648 0.235978
-5.20619 0.243129
-5.29644 0.250186
-5.38705 0.257138
-5.47786 0.263974
-5.56868 0.270681
-5.65933 0.277249
-5.74965 0.283665
-5.83946 0.28992
-5.92857 0.296
-6.01682 0.301896
-6.10404 0.307595
-6.19003 0.313085
-6.27464 0.318357
-6.35768 0.323397
-6.43897 0.328195
-6.51835 0.33274
-6.59564 0.337019
-6.67065 0.341022
-6.74322 0.344737
-6.81317 0.348152
-6.88033 0.351257
-6.94451 0.354039
-7.00555 0.356487
-7.06326 0.358591
-7.11748 0.360338
-7.16802 0.361717
-7.21471 0.362717
-7.25738 0.363326
-7.29585 0.363532
-7.32994 0.363326
-7.35948 0.362694
-7.38432 0.361626
-7.4048 0.360113
-7.4216 0.35815
-7.43545 0.355731
-7.44704 0.35285
-7.45708 0.349502
-7.46629 0.34568
-7.47536 0.341379
-7.48502 0.336594
-7.49596 0.331317
-7.50886 0.325545
-7.52397 0.319288
-7.54118 0.312566
-7.56041 0.305401
-7.58155 0.297814
-7.60452 0.289825
-7.62921 0.281456
-7.65554 0.272729
-7.6834 0.263664
-7.71269 0.254282
-7.74333 0.244604
-7.77522 0.234652
-7.80825 0.224447
-7.84235 0.214009
-7.8774 0.20336
-7.91331 0.192521
-7.94999 0.181514
-7.98734 0.170358
-8.02527 0.159076
-8.06368 0.147688
-8.10247 0.136216
-8.14155 0.12468
-8.18082 0.113103
-8.22019 0.101504
