2 5.96295502875149250031e+04 9.34162333184480667114e+03
3 1.86776171281546354294e+05 1.04720260090023279190e+05
4 4.68883562462031841278e+05 2.93975842603862285614e+05
5 7.29961385432381182909e+05 4.09083984278284013271e+05
6 1.94517003540422394872e+06 1.05280951361130923033e+06
7 3.47389302239671023563e+06 1.84063010536903329194e+06
8 3.48109395367307635024e+06 9.45610814448432159424e+09
9 6.24423245148159936070e+06 9.45705339050888633728e+09
10 1.11845806784772835672e+07 9.45835149058687973022e+09
11 2.26163275850290581584e+07 9.46042440417304420471e+09
12 3.38655124010027274489e+07 9.46781721510795211792e+09
13 3.89665746459730342031e+07 9.47126235892961883545e+09
14 4.85058765023267641664e+07 9.47898863025893402100e+09
15 5.93231120600417852402e+07 9.48269487121311950684e+09
16 1.26296909293914645910e+08 9.48850804243298339844e+09
17 1.36875916101120799780e+08 9.49039957137004089355e+09
18 5.27086504205526937500e+14 3.93207467179952392578e+10
19 5.27086525002056812500e+14 3.93324216809801788330e+10
20 5.27086559851059500000e+14 3.93427354869364547729e+10
21 5.27086848454923750000e+14 3.93676223272619018555e+10
22 5.27086890616166000000e+14 3.93761640477246780396e+10
23 5.27086930916179625000e+14 3.93925554550090255737e+10
24 5.27086980142420000000e+14 3.94039351014150466919e+10
25 5.27087025967389375000e+14 3.94167137508904037476e+10
26 5.27087071579648562500e+14 3.94379496738919677734e+10
27 5.27087107406232750000e+14 3.94491659164433975220e+10
28 5.27087450234514375000e+14 3.94646631140923995972e+10
29 5.27087502945791687500e+14 3.94786310239420928955e+10
30 5.27087540313662687500e+14 3.94977523616616439819e+10
31 5.27087594511171937500e+14 3.95112318164788894653e+10
32 5.27087642665837562500e+14 3.95238315844673385620e+10
33 5.27087748373363625000e+14 3.95888426069650497437e+10
34 5.27087844289462375000e+14 3.96217568765030517578e+10
35 5.27087968393119875000e+14 3.97014579627907714844e+10
36 1.29007845067241804800e+18 4.07031979883318212891e+12
37 1.29007845078477158400e+18 4.07034433533760937500e+12
38 2.65228171291713945600e+18 5.93482102351135546875e+12
39 2.65228171322409216000e+18 5.93488524781011425781e+12
40 2.65228171335597414400e+18 5.93491764184661035156e+12
41 2.65228171345860556800e+18 5.93495461942255468750e+12
42 2.65228171369681049600e+18 5.93499533274746289062e+12
43 2.65228171396110950400e+18 5.93506168348079199219e+12
44 2.65228171408195072000e+18 5.93512109152250195312e+12
45 2.65228171427091916800e+18 5.93516779677456542969e+12
46 2.65228171446179635200e+18 5.93525534620478808594e+12
47 2.65228171461438310400e+18 5.93534867104062402344e+12
48 5.15339517827122462720e+19 2.25443839203280507812e+13
49 5.15339517828933632000e+19 2.25444652579059765625e+13
50 5.15339517830349701120e+19 2.25445158120463437500e+13
