2 1.00000000000000000000e+00 7.33832415368976354599e+08
2 1.00000000000000005551e-01 7.33832389751266574860e+09
2 1.00000000000000002082e-02 7.33832727436801452637e+10
2 1.00000000000000002082e-03 7.33828506025643554688e+11
2 1.00000000000000004792e-04 7.33811620877953906250e+12
2 1.00000000000000008180e-05 7.33980507326918906250e+13
2 9.99999999999999954748e-07 7.33136851571367875000e+14
3 1.00000000000000000000e+00 2.28793210563142633438e+09
3 1.00000000000000005551e-01 2.28793184008960227966e+10
3 1.00000000000000002082e-02 2.28793338866906280518e+11
3 1.00000000000000002082e-03 2.28792722783071630859e+12
3 1.00000000000000004792e-04 2.28767236996845351562e+13
3 1.00000000000000008180e-05 2.28913692878338281250e+14
3 9.99999999999999954748e-07 2.31271847939389500000e+15
4 1.00000000000000000000e+00 2.52572162450122499466e+09
4 1.00000000000000005551e-01 2.52572119105577697754e+10
4 1.00000000000000002082e-02 2.52572237759108337402e+11
4 1.00000000000000002082e-03 2.52575234034884814453e+12
4 1.00000000000000004792e-04 2.52545834005012656250e+13
4 1.00000000000000008180e-05 2.52149567323113312500e+14
4 9.99999999999999954748e-07 2.50428010416477050000e+15
5 1.00000000000000000000e+00 4.13115564295712566376e+09
5 1.00000000000000005551e-01 4.13115535246107254028e+10
5 1.00000000000000002082e-02 4.13116049277340881348e+11
5 1.00000000000000002082e-03 4.13115459545664501953e+12
5 1.00000000000000004792e-04 4.13077484850218750000e+13
5 1.00000000000000008180e-05 4.12577567200776625000e+14
5 9.99999999999999954748e-07 4.15258970974641050000e+15
6 1.00000000000000000000e+00 1.08914235508026657104e+10
6 1.00000000000000005551e-01 1.08914269139491012573e+11
6 1.00000000000000002082e-02 1.08914414370167126465e+12
6 1.00000000000000002082e-03 1.08917793663338164062e+13
6 1.00000000000000004792e-04 1.08933853387944765625e+14
6 1.00000000000000008180e-05 1.08695328795154600000e+15
6 9.99999999999999954748e-07 1.11382497274789800000e+16
7 1.00000000000000000000e+00 1.14544773016814479828e+10
7 1.00000000000000005551e-01 1.14544770228774978638e+11
7 1.00000000000000002082e-02 1.14544838826426708984e+12
7 1.00000000000000002082e-03 1.14544087810430878906e+13
7 1.00000000000000004792e-04 1.14541752536298750000e+14
7 1.00000000000000008180e-05 1.14413537400227000000e+15
7 9.99999999999999954748e-07 1.15426557345079560000e+16
8 1.00000000000000000000e+00 9.39919686090303802490e+09
8 1.00000000000000005551e-01 9.39919571513306884766e+10
8 1.00000000000000002082e-02 9.39920232650973388672e+11
8 1.00000000000000002082e-03 9.39915629606582031250e+12
8 1.00000000000000004792e-04 9.39851866980816718750e+13
8 1.00000000000000008180e-05 9.38983775492992000000e+14
8 9.99999999999999954748e-07 9.44192125461213800000e+15
9 1.00000000000000000000e+00 2.08090857076726951599e+10
9 1.00000000000000005551e-01 2.08090886310480621338e+11
9 1.00000000000000002082e-02 2.08091040949252929688e+12
9 1.00000000000000002082e-03 2.08090337790042851562e+13
9 1.00000000000000004792e-04 2.08085214762546562500e+14
9 1.00000000000000008180e-05 2.08070446695485025000e+15
9 9.99999999999999954748e-07 2.13225031805133680000e+16
10 1.00000000000000000000e+00 1.99228257049739570618e+10
10 1.00000000000000005551e-01 1.99228260585984130859e+11
10 1.00000000000000002082e-02 1.99228486633402172852e+12
10 1.00000000000000002082e-03 1.99228246299666289062e+13
10 1.00000000000000004792e-04 1.99231080153706718750e+14
10 1.00000000000000008180e-05 1.99049922318955050000e+15
10 9.99999999999999954748e-07 2.01669728563615200000e+16
11 1.00000000000000000000e+00 2.91649972882789840698e+10
11 1.00000000000000005551e-01 2.91649947804203796387e+11
11 1.00000000000000002082e-02 2.91650209426695458984e+12
11 1.00000000000000002082e-03 2.91649348274021015625e+13
